GPT_processed_sentence,tagged_sentence,original_passage
"Während einer <Diagnostic>Diagnose-Ergometrie</Diagnostic> mit <Diagnostic>Fahrradergometrie im Sitzen</Diagnostic>, beginnend mit <Diagnostic>50 Watt</Diagnostic> und einer <Diagnostic>1-minütigen Steigerung um 50 Watt bis auf 250 Watt</Diagnostic>, kam es zu einem <Other_Finding>Pulsanstieg von 60 auf maximal 130/Min.</Other_Finding> und einem <Other_Finding>Blutdruckanstieg von 112/74 auf maximal 179/70 mmHg</Other_Finding>. Die Untersuchung wurde aufgrund von Beinermüdung abgebrochen. Es wurden keine <Diagnosis_or_Pathology>AP</Diagnosis_or_Pathology> oder <Diagnosis_or_Pathology>ST-Senkungen</Diagnosis_or_Pathology> festgestellt. In der <Diagnostic>Nachbeobachtung</Diagnostic> wurden <Diagnosis_or_Pathology>2 VES</Diagnosis_or_Pathology> beobachtet.","<Diagnostic>Diagn. Ergometrie</Diagnostic> ( / ): Während <Diagnostic>Fahrradergometr. Bel. im Sitzen</Diagnostic>, <Diagnostic>beg. mit 50 Watt</Diagnostic> u. <Diagnostic>1minüt. Steigerung um 50 Watt bis auf 250 Watt</Diagnostic> kam es zu einem <Other_Finding>Pulsanst. Von 60 auf max. 130/Min.</Other_Finding> u. <Other_Finding>RR-Anst. von 112/74 auf max. 179/70mmHg</Other_Finding>. <Other_Finding>Abbruch wegen Beinermüdung</Other_Finding>. Keine <Diagnosis_or_Pathology>AP</Diagnosis_or_Pathology>. Keine <Diagnosis_or_Pathology>ST-Senkung</Diagnosis_or_Pathology>. In der <Diagnostic>Nachbeobachtung</Diagnostic> <Diagnosis_or_Pathology>2 VES</Diagnosis_or_Pathology>.","{'id': 14, 'type': 'sentence', 'text': 'Diagn. Ergometrie ( / ): Während Fahrradergometr. Bel. im Sitzen, beg. mit 50 Watt u. 1minüt. Steigerung um 50 Watt bis auf 250 Watt kam es zu einem Pulsanst. Von 60 auf max. 130/Min. u. RR-Anst. von 112/74 auf max. 179/70mmHg. Abbruch wegen Beinermüdung. Keine AP. Keine ST-Senkung. In der Nachbeobachtung 2 VES.', 'offsets': [[1796, 2109]], 'document_id': 'Queisser.tsv'}"
Eine <Diagnosis_or_Pathology>Verbrennung 1. – 3. Grades</Diagnosis_or_Pathology> am <Anatomy>Kopf und Hals</Anatomy> mit einer Ausdehnung von <Quantity>5%</Quantity> des <Anatomy>Körperoberfläche</Anatomy>.,"• <Diagnosis_or_Pathology>Verbrennung 1. – 3. Grades, Kopf I Hals,5% v KOF</Diagnosis_or_Pathology>","{'id': 4, 'type': 'sentence', 'text': '• Verbrennung 1. – 3. Grades, Kopf I Hals,5% v KOF', 'offsets': [[205, 255]], 'document_id': 'Albers.tsv'}"
"Eine <Diagnosis_or_Pathology>unspezifische ST-Streckenveränderung</Diagnosis_or_Pathology> wurde in allen Ableitungen festgestellt, bei ansonsten <Other_Finding>unauffälliger Erregungsbildung und -rückbildung</Other_Finding>.",<Diagnosis_or_Pathology>Unspezifische ST-Streckenveränderung in allen Ableitungen</Diagnosis_or_Pathology> bei ansonsten <Other_Finding>unauffälliger Erregungsbildung und -rückbildung</Other_Finding>.,"{'id': 58, 'type': 'sentence', 'text': 'Unspezifische ST-Streckenveränderung in allen Ableitungen bei ansonsten unauffälliger Erregungsbildung und -rückbildung.', 'offsets': [[5061, 5181]], 'document_id': 'Theodor.tsv'}"
"Eine <Diagnostic>Gerinnungsstörung</Diagnostic> vom 20.05.2034: <Diagnosis_or_Pathology>Quick-Wert von 98 %</Diagnosis_or_Pathology>, (<Other_Finding>PTZ/INR) von 1.03</Other_Finding>, <Other_Finding>PTT von 35.7 sec</Other_Finding>.","<Diagnostic>Gerinnung</Diagnostic> vom 20.05.2034: <Diagnosis_or_Pathology>Quick 98 %</Diagnosis_or_Pathology>, (<Other_Finding>PTZ/INR) 1.03</Other_Finding>, <Other_Finding>PTT 35.7 sec</Other_Finding>.","{'id': 36, 'type': 'sentence', 'text': 'Gerinnung vom 20.05.2034: Quick 98 %, (PTZ/INR) 1.03, PTT 35.7 sec.', 'offsets': [[4412, 4479]], 'document_id': 'Fuss.tsv'}"
"02/50 Eine <Diagnosis_or_Pathology>ED DM II</Diagnosis_or_Pathology>, <Therapeutic>Beginn der Therapie mit <Clinical_Drug>Actraphane</Clinical_Drug> 18-0-12.</Therapeutic>","02/50 <Diagnosis_or_Pathology>ED DM II</Diagnosis_or_Pathology>, <Therapeutic>Therapiebeginn <Clinical_Drug>Actraphane</Therapeutic></Clinical_Drug> 18-0-12.","{'id': 11, 'type': 'sentence', 'text': '02/50 ED DM II, Therapiebeginn Actraphane 18-0-12.', 'offsets': [[501, 551]], 'document_id': 'Osler.tsv'}"
Es können <Clinical_Drug>bioäquivalente <Therapeutic>Generika</Therapeutic> (weiter-) verordnet</Clinical_Drug> werden.,Es konnen <Clinical_Drug>bioaquivalente <Therapeutic>Generika</Clinical_Drug> (weiter-) verordnet</Therapeutic> werden.,"{'id': 55, 'type': 'sentence', 'text': 'Es konnen bioaquivalente Generika (weiter-) verordnet werden.', 'offsets': [[9810, 9871]], 'document_id': 'Albers.tsv'}"
Eine <Other_Finding>50-jährige</Other_Finding> Patientin in <Other_Finding>gutem Allgemeinzustand</Other_Finding> und mit <Diagnosis_or_Pathology>adipösem Erscheinungsbild</Diagnosis_or_Pathology>.,<Other_Finding>50-j.</Other_Finding> Patientin in <Other_Finding>gutem AZ</Other_Finding> und <Diagnosis_or_Pathology>adipösem EZ</Diagnosis_or_Pathology>,"{'id': 24, 'type': 'sentence', 'text': '50-j. Patientin in gutem AZ und adipösem EZ', 'offsets': [[884, 927]], 'document_id': 'Colon_Fake_C.tsv'}"
Eine <Diagnosis_or_Pathology>Ruptur</Diagnosis_or_Pathology> des Innenmeniskushinterhorns (im dorsalen Bereich),2. <Diagnosis_or_Pathology>Vertikaler Riss den Innenmeniskushinterhorn</Diagnosis_or_Pathology> (im dorsalen Bereich),"{'id': 16, 'type': 'sentence', 'text': '2. Vertikaler Riss den Innenmeniskushinterhorn (im dorsalen Bereich)', 'offsets': [[1217, 1285]], 'document_id': 'Ilgner.tsv'}"
Das <Diagnostic>EKG</Diagnostic> zeigte einen <Other_Finding>normfrequenten Sinusrhythmus mit negativer Endstrecke in aVL</Other_Finding>.,<Diagnostic>EKG</Diagnostic>: <Other_Finding>Normfrequenter Sinusrhythmus mit negativer Endstrecke in aVL</Other_Finding>.,"{'id': 19, 'type': 'sentence', 'text': 'EKG: Normfrequenter Sinusrhythmus mit negativer Endstrecke in aVL.', 'offsets': [[2619, 2685]], 'document_id': 'Fleischmann.tsv'}"
"<Diagnostic>Tumorklassifikation</Diagnostic>: <Diagnostic>UICC 2009</Diagnostic>: <Diagnosis_or_Pathology>pT-3c, G-3, L-1, V-1, pN-2b</Diagnosis_or_Pathology>(7/15), <Diagnosis_or_Pathology>pM-1</Diagnosis_or_Pathology> (PER). 

Substantiviert: Die <Diagnostic>Tumorklassifikation</Diagnostic> erfolgte nach <Diagnostic>UICC 2009</Diagnostic>. Die <Diagnosis_or_Pathology>Tumordiagnose</Diagnosis_or_Pathology> lautet pT-3c, G-3, L-1, V-1, pN-2b (7/15) und pM-1 (PER).","<Diagnostic>Tumorklassifikation</Diagnostic>: <Diagnostic>UICC 2009</Diagnostic>: <Diagnosis_or_Pathology>pT-3c, G-3, L-1, V-1, pN-2b</Diagnosis_or_Pathology>(7/15), <Diagnosis_or_Pathology>pM-1</Diagnosis_or_Pathology> (PER).","{'id': 50, 'type': 'sentence', 'text': 'Tumorklassifikation: UICC 2009: pT-3c, G-3, L-1, V-1, pN-2b(7/15), pM-1 (PER).', 'offsets': [[3414, 3492]], 'document_id': 'Colon_Fake_J.tsv'}"
"<Other_Finding>Stabilisierung</Other_Finding> der Knie und Hüfte im Stehen mit fast vollständiger Streckung, deutliche","<Other_Finding>Im Stehen recht gute Stabilisierung  der Knie und Hüfte mit fast vollständiger Streckung</Other_Finding>, deutliche","{'id': 7, 'type': 'sentence', 'text': 'Im Stehen recht gute Stabilisierung  der Knie und Hüfte mit fast vollständiger Streckung, deutliche', 'offsets': [[565, 664]], 'document_id': 'Beuerle.tsv'}"
"<Diagnosis_or_Pathology>Diagnose</Diagnosis_or_Pathology>: <Diagnosis_or_Pathology>Konstitutioneller Zwerchfellhochstand</Diagnosis_or_Pathology>, <Other_Finding>Herz quergelagert, dieses allseits in der Größennorm</Other_Finding>. Keine <Diagnosis_or_Pathology>Stauung</Diagnosis_or_Pathology>. <Therapeutic>Zentraler Venenkatheter von rechts</Therapeutic>, die Spitze in Projektion auf die vermeintliche Vena cava superior. Kein <Diagnosis_or_Pathology>Pneumothorax</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Minderbelüftung rechts infrahilär</Diagnosis_or_Pathology>. Die <Other_Finding>Rezessus lateralis frei</Other_Finding>. Keine <Diagnosis_or_Pathology>Stauungszeichen</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Neu aufgetretene entzündliche Infiltrate</Diagnosis_or_Pathology> lassen sich in beiden Lungenflügeln nicht abgrenzen.","<Diagnosis_or_Pathology>Diagnose</Diagnosis_or_Pathology>: <Diagnosis_or_Pathology>Konstitutioneller Zwerchfellhochstand</Diagnosis_or_Pathology>, <Other_Finding>Herz quergelagert, dieses allseits in der Größennorm</Other_Finding>. Keine <Diagnosis_or_Pathology>Stauung</Diagnosis_or_Pathology>. <Therapeutic>ZVK von rechts</Therapeutic>, die Spitze in Projektion auf die vermeintliche VCS. Kein <Diagnosis_or_Pathology>Pneumothorax</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Minderbelüftung rechts infrahilär</Diagnosis_or_Pathology>. Die <Other_Finding>Rezessus lateralis frei</Other_Finding>. Keine <Diagnosis_or_Pathology>Stauungszeichen</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Neu aufgetretene entzündliche Infiltrate</Diagnosis_or_Pathology> lassen sich in beiden Lungenflügeln nicht abgrenzen.","{'id': 53, 'type': 'sentence', 'text': 'Diagnose: Konstitutioneller Zwerchfellhochstand, Herz quergelagert, dieses allseits in der Größennorm. Keine Stauung. ZVK von rechts, die Spitze in Projektion auf die vermeintliche VCS. Kein Pneumothorax. Minderbelüftung rechts infrahilär. Die Rezessus lateralis frei. Keine Stauungszeichen. Neu aufgetretene entzündliche Infiltrate lassen sich in beiden Lungenflügeln nicht abgrenzen.', 'offsets': [[3586, 3971]], 'document_id': 'Colon_Fake_J.tsv'}"
<Therapeutic>Die Operation(en)</Therapeutic> führten zu <Diagnostic>den Histologie(n)</Diagnostic>.,<Therapeutic>Operation(en)</Therapeutic> und <Diagnostic>Histologie(n)</Diagnostic>:,"{'id': 15, 'type': 'sentence', 'text': 'Operation(en) und Histologie(n):', 'offsets': [[551, 583]], 'document_id': 'Colon_Fake_A.tsv'}"
"<Clinical_Drug>Einsatz von Feretab 1-1-1</Clinical_Drug> bis zur <Diagnostic>Kontrolle des Blutbildes beim Hausarzt</Diagnostic>, weiteres <Therapeutic>Vorgehen</Therapeutic> durch den Arzt.","<Clinical_Drug>Feretab 1-1-1</Clinical_Drug> bis zur <Diagnostic>BB Kontrolle beim HA</Diagnostic>, weiteres <Therapeutic>Procedere</Therapeutic> durch den","{'id': 66, 'type': 'sentence', 'text': 'Feretab 1-1-1 bis zur BB Kontrolle beim HA, weiteres Procedere durch den', 'offsets': [[5412, 5484]], 'document_id': 'Ypsilanti.tsv'}"
2. Die <Diagnosis_or_Pathology>Diabetes mellitus Typ II</Diagnosis_or_Pathology> und die <Diagnosis_or_Pathology>ED</Diagnosis_or_Pathology> im Jahr 2050.,"2. <Diagnosis_or_Pathology>Diabetes mellitus Typ II</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>ED</Diagnosis_or_Pathology> 2050","{'id': 6, 'type': 'sentence', 'text': '2. Diabetes mellitus Typ II, ED 2050', 'offsets': [[306, 342]], 'document_id': 'Osler.tsv'}"
<Therapeutic>Entlassungsmedikation</Therapeutic>: <Clinical_Drug>Diclofenac b.B.</Clinical_Drug> -> Die <Therapeutic>Entlassungsmedikation</Therapeutic> beinhaltete <Clinical_Drug>Diclofenac b.B.</Clinical_Drug>.,<Therapeutic>Entlassungsmedikation</Therapeutic>: <Clinical_Drug>Diclofenac b.B.</Clinical_Drug>,"{'id': 26, 'type': 'sentence', 'text': 'Entlassungsmedikation: Diclofenac b.B.', 'offsets': [[2800, 2838]], 'document_id': 'Boeck.tsv'}"
Guttmann Reha Zentrum für  ambulante <Therapeutic>Rehabilitation</Therapeutic>,Guttmann Reha Zentrum für <Therapeutic>ambulante Rehabilitation</Therapeutic>,"{'id': 5, 'type': 'sentence', 'text': 'Guttmann Reha Zentrum für ambulante Rehabilitation', 'offsets': [[92, 142]], 'document_id': 'Quervain.tsv'}"
"Die <Other_Finding>Herztöne</Other_Finding> sind rein, rhythmisch und normokard.","Cor: <Other_Finding>Herztöne rein, rhythmisch, normokard</Other_Finding>.","{'id': 29, 'type': 'sentence', 'text': 'Cor: Herztöne rein, rhythmisch, normokard.', 'offsets': [[1358, 1400]], 'document_id': 'Colon_Fake_D.tsv'}"
<Other_Finding>Die Nieren beidseitig wurden nativ unauffällig dargestellt</Other_Finding>. Es wurde keine <Diagnosis_or_Pathology>Harnstauung</Diagnosis_or_Pathology> festgestellt.,<Other_Finding>Nieren bds. nativ unauffällig dargestellt</Other_Finding>. Kein <Diagnosis_or_Pathology>Harnstau</Diagnosis_or_Pathology>.,"{'id': 36, 'type': 'sentence', 'text': 'Nieren bds. nativ unauffällig dargestellt. Kein Harnstau.', 'offsets': [[2153, 2210]], 'document_id': 'Colon_Fake_D.tsv'}"
"2. Ein <Diagnosis_or_Pathology>Kombiniertes Aortenklappenvitium mit Aortenstenose</Diagnosis_or_Pathology> mit einem KÖF von 0,7.","2. <Diagnosis_or_Pathology>Komb Aortenklappenvitium mit Aortenstenose KÖF 0,7</Diagnosis_or_Pathology>)","{'id': 3, 'type': 'sentence', 'text': '2. Komb Aortenklappenvitium mit Aortenstenose KÖF 0,7)', 'offsets': [[270, 324]], 'document_id': 'Weber.tsv'}"
Die <Diagnostic>Lungenfunktionsprüfung</Diagnostic> vom 05.11.24 ergab eine Einschränkung der Atemkapazität.,<Diagnostic>Lungenfunktionsprüfung</Diagnostic> vom 05.11.24:,"{'id': 67, 'type': 'sentence', 'text': 'Lungenfunktionsprüfung vom 05.11.24:', 'offsets': [[7689, 7725]], 'document_id': 'Obradovic.tsv'}"
"<Other_Finding>Regelmäßige Augendruckkontrollen</Other_Finding> fanden statt, immer im Normbereich.","<Other_Finding>Augendruckkontrollen fanden regelmäßig statt, immer im Normbereich</Other_Finding>.","{'id': 18, 'type': 'sentence', 'text': 'Augendruckkontrollen fanden regelmäßig statt, immer im Normbereich.', 'offsets': [[1004, 1071]], 'document_id': 'Schielaug.tsv'}"
"<Anatomy>Abdomen</Anatomy>: <Other_Finding>weicher BD</Other_Finding>, keine <Diagnosis_or_Pathology>DS</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>LLS</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>Abwehrspannung</Diagnosis_or_Pathology>, <Other_Finding>regelmäßige DG in allen Quadranten</Other_Finding>, <Other_Finding>blandes Stoma</Other_Finding>","Abdomen: <Other_Finding>BD weich</Other_Finding>, kein <Diagnosis_or_Pathology>DS</Diagnosis_or_Pathology>, kein <Diagnosis_or_Pathology>LLS</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>Abwehrspannung</Diagnosis_or_Pathology>, <Other_Finding>DG in allen Quadr rege</Other_Finding>, <Other_Finding>Stoma bland</Other_Finding>,","{'id': 33, 'type': 'sentence', 'text': 'Abdomen: BD weich, kein DS, kein LLS, keine Abwehrspannung, DG in allen Quadr rege, Stoma bland,', 'offsets': [[1209, 1305]], 'document_id': 'Colon_Fake_G.tsv'}"
"3. Eine <Diagnosis_or_Pathology>Koronare Herzkrankheit</Diagnosis_or_Pathology> ist bisher nicht nachweisbar, aber auch noch nicht <Diagnostic>angiographisch</Diagnostic> ausgeschlossen.","3. <Diagnosis_or_Pathology>KHK bisher nicht nachweisbar, aber auch noch nicht <Diagnostic>angiographisch</Diagnostic> ausgeschlossen</Diagnosis_or_Pathology>.","{'id': 7, 'type': 'sentence', 'text': '3. KHK bisher nicht nachweisbar, aber auch noch nicht angiographisch ausgeschlossen.', 'offsets': [[313, 397]], 'document_id': 'Queisser.tsv'}"
Der <Diagnosis_or_Pathology>Barthel-Index</Diagnosis_or_Pathology> betrug bei Aufnahme 80 von erreichbaren 100 Punkten.,<Diagnosis_or_Pathology>Barthel-Index: Bei Aufnahme: 80 von erreichbaren 100 Punkten</Diagnosis_or_Pathology>.,"{'id': 84, 'type': 'sentence', 'text': 'Barthel-Index: Bei Aufnahme: 80 von erreichbaren 100 Punkten.', 'offsets': [[8962, 9023]], 'document_id': 'Theodor.tsv'}"
1. Ein <Diagnosis_or_Pathology>Adenokarzinom</Diagnosis_or_Pathology> des distalen Ösophagus wurde diagnostiziert (<Diagnosis_or_Pathology>ED</Diagnosis_or_Pathology> 02/2021).,1. <Diagnosis_or_Pathology>Adenokarzinom des distalen Ösophagus</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>ED</Diagnosis_or_Pathology> 02/2021),"{'id': 5, 'type': 'sentence', 'text': '1. Adenokarzinom des distalen Ösophagus (ED 02/2021)', 'offsets': [[222, 274]], 'document_id': 'Meyr.tsv'}"
Bei der <Diagnostic>geplanten Koloskopie</Diagnostic> stellte sich hier das <Diagnosis_or_Pathology>bekannte Rektumkarzinom</Diagnosis_or_Pathology> als entsprechende Vulnerabilität dar.,"Bei der <Diagnostic>geplante Koloskopie</Diagnostic> stellte sich hier das <Diagnosis_or_Pathology>bekannte Rektumkarzinom</Diagnosis_or_Pathology> als entsprechend vulnerabel dar,","{'id': 117, 'type': 'sentence', 'text': 'Bei der geplante Koloskopie stellte sich hier das bekannte Rektumkarzinom als entsprechend vulnerabel dar,', 'offsets': [[7041, 7147]], 'document_id': 'Colon_Fake_H.tsv'}"
Eine <Therapeutic>Umstellung der Chemotherapie</Therapeutic> wurde bei <Diagnosis_or_Pathology>Tumorprogress</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>Lungenfiliae</Diagnosis_or_Pathology>) durchgeführt.,-<Therapeutic>Umstellung Chemotherapie</Therapeutic> bei <Diagnosis_or_Pathology>Tumorprogress</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>Lungenfiliae</Diagnosis_or_Pathology>),"{'id': 22, 'type': 'sentence', 'text': '-Umstellung Chemotherapie bei Tumorprogress (Lungenfiliae)', 'offsets': [[1342, 1400]], 'document_id': 'Xavier.tsv'}"
"Ein <Diagnosis_or_Pathology>punktförmiges Konkrement</Diagnosis_or_Pathology> wurde im linken NBKS festgestellt, welches regelrecht kalibriert ist.","<Diagnosis_or_Pathology>Punktförmiges Konkrement im linken NBKS, dieses regelrecht kalibriert</Diagnosis_or_Pathology>.","{'id': 90, 'type': 'sentence', 'text': 'Punktförmiges Konkrement im linken NBKS, dieses regelrecht kalibriert.', 'offsets': [[4877, 4947]], 'document_id': 'Colon_Fake_H.tsv'}"
"<Other_Finding>Zustand nach <Therapeutic>Tumor- und Lymphknotenentfernung</Therapeutic> eines <Diagnosis_or_Pathology>Melanoms</Diagnosis_or_Pathology>, Level III</Other_Finding>, <Diagnosis_or_Pathology>Tumor-Dicke wahrscheinlich kleiner als 1mm im Bereich des okzipitalen linken Bereichs</Diagnosis_or_Pathology>; <Therapeutic>Narbenbildung nach <Diagnosis_or_Pathology>Entfernung des Tumors</Diagnosis_or_Pathology></Therapeutic> am 3/27.","<Other_Finding>Z. n. <Therapeutic>TE und NE</Other_Finding> eines <Diagnosis_or_Pathology>Melanoms</Therapeutic>, Level III</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>TD wahrscheinlich < 1mm/occipital li</Diagnosis_or_Pathology>; <Therapeutic>NE mit <Diagnosis_or_Pathology>Narbengewebe</Therapeutic></Diagnosis_or_Pathology>  3/27","{'id': 6, 'type': 'sentence', 'text': 'Z. n. TE und NE eines Melanoms, Level III, TD wahrscheinlich < 1mm/occipital li; NE mit Narbengewebe  3/27', 'offsets': [[180, 286]], 'document_id': 'Ypsilanti.tsv'}"
Der Patient wurde mit Ablauf der Unterbringungsfrist am 15.05.28 wieder in Ihre <Therapeutic>ambulante Behandlung</Therapeutic> entlassen.,Der Patient wurde mit Ablauf der Unterbringungsfrist am 15.05.28 wieder in Ihre <Therapeutic>ambulante Behandlung</Therapeutic> entlassen.,"{'id': 28, 'type': 'sentence', 'text': 'Der Patient wurde mit Ablauf der Unterbringungsfrist am 15.05.28 wieder in Ihre ambulante Behandlung entlassen.', 'offsets': [[5622, 5733]], 'document_id': 'Fleischmann.tsv'}"
"<Other_Finding>Beidseitige Belüftung</Other_Finding>, <Diagnosis_or_Pathology>Endexpiratorisches Knistern rechts basal</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Dämpfung links basal</Diagnosis_or_Pathology>","<Other_Finding>P: bds belüftet</Other_Finding>, <Diagnosis_or_Pathology>endexpiratorisches Knistern re basal</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Dämpfung li basal</Diagnosis_or_Pathology>","{'id': 29, 'type': 'sentence', 'text': 'P: bds belüftet, endexpiratorisches Knistern re basal, Dämpfung li basal', 'offsets': [[2862, 2934]], 'document_id': 'Weber.tsv'}"
"<Other_Finding>Homogenität der Leber</Other_Finding>, das Vorhandensein von <Diagnosis_or_Pathology>keinen Raumforderungen</Diagnosis_or_Pathology> und <Diagnosis_or_Pathology>keinen gestauten Gallenwegen</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Ein Tumor ist <Diagnostic>sonografisch</Diagnostic> nicht darstellbar</Diagnosis_or_Pathology>. <Other_Finding>Die Gefäße sind soweit beurteilbar frei</Other_Finding>. <Diagnosis_or_Pathology>Linksseitige Nierenzyste</Diagnosis_or_Pathology>.","<Other_Finding>Homogene Leber</Other_Finding>, keine <Diagnosis_or_Pathology>Raumforderungen</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>gestauten Gallenwege</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Tumor <Diagnostic>sonografisch</Diagnostic> nicht darstellbar</Diagnosis_or_Pathology>. <Other_Finding>Gefäße soweit beurteilbar frei</Other_Finding>. <Diagnosis_or_Pathology>Nierenzyste links</Diagnosis_or_Pathology>.","{'id': 22, 'type': 'sentence', 'text': 'Homogene Leber, keine Raumforderungen, keine gestauten Gallenwege. Tumor sonografisch nicht darstellbar. Gefäße soweit beurteilbar frei. Nierenzyste links.', 'offsets': [[2504, 2659]], 'document_id': 'Jadassohn.tsv'}"
